"","popA","popB"
"231",165.591125814992,233.199524036417
"232",180.040210989498,297.19379398197
"233",149.265388620098,249.938711917566
"234",191.26904715986,234.133192901159
"235",212.570086989338,260.259651763085
"236",220.839522199713,264.221508887655
"237",216.109691079262,202.871286606816
"238",236.567858739456,227.503755701476
"239",181.265111293216,175.567433960921
"240",267.83588246771,229.363504098771
"241",191.781412425348,233.765945067636
"242",170.023348250741,256.206125914442
"243",198.229893645133,243.907971877347
"244",274.597634899586,240.905899125441
"245",167.399471574645,263.436081457053
"246",233.70197981897,224.153684159752
"247",240.46739071609,218.756395881994
"248",229.054908222006,223.848193468525
"249",226.247238407311,224.80815393964
"250",144.366858930584,222.034641199797
"251",231.98467564068,265.276921018139
"252",216.824448578,261.55856214748
"253",202.186827102945,236.086678085676
"254",162.321825393721,253.287653768207
"255",167.985468323985,250.185418626246
"256",228.266222967856,257.872561675147
"257",137.1036064945,202.25467474112
"258",244.684131985186,221.427291997576
"259",210.63720382965,214.595691513886
"260",204.149689666764,240.293533387568
"261",187.083423855279,285.790670478354
"262",166.084565585566,213.488042318371
"263",140.507033118933,270.108005829159
"264",193.576353182302,257.767314606096
"265",166.374875364043,195.43809734586
"266",233.40930427098,194.755125162962
"267",172.750109534149,173.196497327104
"268",241.466773968288,234.179284473871
"269",180.500635907355,233.16305764526
"270",193.400168016559,228.557367478408
"271",170.016867438127,181.931562554317
"272",206.239394533539,249.547546359428
"273",233.827816831414,208.681031229365
"274",273.711958227115,215.232756297542
"275",186.497533210204,240.939570683985
"276",221.224196997574,252.362126495846
"277",201.883145424445,235.562041949965
"278",217.141003375107,310.294164300607
"279",211.453836251577,255.333091169463
"280",218.685551014531,218.053721685168
"281",202.416510237903,244.53702551871
"282",207.406172633575,242.287729654871
"283",205.344025030543,226.322216364613
"284",215.980407424592,314.575205552151
"285",218.828277786314,225.304974249222
"286",172.136536553702,237.684683022492
"287",160.593930538803,214.785172514707
"288",239.123555792324,213.384260605306
"289",203.738433484527,255.972983045031
"290",205.163585707018,231.207723557824
"291",195.330798541732,259.742551188854
"292",208.035450330491,177.209817382899
"293",205.108668218872,187.899928036549
"294",207.592417777579,256.441394769711
"295",178.347936896121,202.939954328884
"296",175.905972945383,261.360675074042
"297",148.012427026226,222.419332516284
"298",145.992525237373,250.511345744553
"299",197.390494517754,196.426960305089
"300",170.339173656602,225.880475935223
"301",171.310867294318,222.6494512511
"302",190.265970318135,262.629641433104
"303",204.569198669568,213.741729936646
"304",256.38788919998,162.22495839692
"305",204.731407218546,203.636317312451
"306",181.087463485543,275.5623149263
"307",217.107542159035,211.94071437165
"308",162.567073051722,261.446614756265
"309",198.908415387146,254.349142762324
"310",269.949827247034,214.938548997273
"311",234.694320601093,223.336206688885
"312",184.894248076894,286.564065653396
"313",233.92288741029,212.066528432706
"314",179.203728305034,267.373505787527
"315",234.349204735217,243.689974805438
"316",176.312908365226,222.739139181801
"317",156.055423376663,210.364863646191
"318",217.212821370399,219.052095860408
"319",215.192085242842,242.376695915188
"320",253.966048654173,259.747211167955
"321",204.441779007657,221.509655218374
"322",207.092296101095,179.025564336646
"323",235.35011993404,232.787732275592
"324",188.909814601117,262.548477004183
"325",231.965995899881,232.17028382985
"326",212.472553617017,288.241678017608
"327",186.16301423675,231.414460030876
"328",166.854176497713,233.08487756682
"329",171.752489836758,227.337663992859
"330",195.763018750318,229.332915355967
"331",183.094134647872,181.070618075647
"332",212.430980487029,191.85659064588
"333",183.140806687035,256.651034836678
"334",220.803221286055,264.913208607707
"335",219.294429876486,286.283467383597
"336",213.498706173589,217.464334518398
"337",212.410726344992,245.604798995
"338",208.339839436264,209.935922365764
"339",175.489223798851,206.483885617824
"340",289.261180783274,248.858420473071
"341",200.487991233015,253.414498952368
"342",143.602852255802,187.349327720943
"343",200.049812480617,242.278015184627
"344",173.546912764283,240.558133757102
"345",187.060610236115,211.452384931144
"346",221.240626641056,208.988024800305
"347",248.99884111983,226.334871130273
"348",198.209470910663,258.973947091533
"349",188.815113001869,284.717638599649
"350",168.271562428438,275.072525173365
"351",210.961143107796,229.03762510066
"352",168.845801413805,223.432587391411
"353",223.546567557929,228.582643310179
"354",208.613357989535,238.270932018451
"355",139.770478418715,226.342653160486
"356",178.277762740932,250.672300086362
"357",168.563433838775,248.883913318016
"358",169.365552872459,238.508853423136
"359",205.07578379626,268.643027890625
"360",154.477403863334,255.139909775718
"361",212.741571031165,264.521636891276
"362",212.550438371025,190.645553069996
"363",159.011704044772,232.475371175756
"364",197.999960851534,209.284450359939
"365",207.228604314513,269.910901576551
"366",215.994092359674,270.289490352978
"367",193.563676912731,238.444775371485
"368",231.563466145051,185.535864701019
"369",147.031082957275,304.902797924505
"370",203.804521027738,239.30199013559
"371",197.279318190437,235.169879373024
"372",232.782634144772,252.517232901585
"373",162.867452914298,226.067231538422
"374",174.004353909258,202.851396929579
"375",226.406344997824,238.692252633103
"376",180.663906321652,180.468661592015
"377",216.80285313393,254.296759064215
"378",161.325495276455,262.162420433226
"379",206.858491853408,235.896219877477
"380",213.410678589523,218.559691081929
"381",201.441677062053,275.384653157775
"382",170.555708220424,215.753125633406
"383",256.769704012521,184.6725217696
"384",232.245213361886,220.973245474379
"385",164.930382971465,175.96993908643
"386",247.056264632334,192.861796379719
"387",183.881885715561,245.543379870217
"388",213.900038301455,215.567654227649
"389",237.074419208843,288.192290061158
"390",200.790464814945,260.471331494237
"391",216.360240765326,196.362456556113
"392",211.390757589835,255.538787909139
"393",152.25563795204,165.946622377787
"394",124.330406535817,203.970802840841
"395",185.017260468696,204.372006657212
"396",278.787730248408,246.991677422861
"397",166.711229260987,189.575662647629
"398",235.384014121037,306.200746330278
"399",176.331225124451,254.370433991366
"400",228.704581578815,215.439339002392
"401",207.331741411135,236.059046099628
"402",190.302808786297,181.819998368402
"403",196.396898422403,247.589615832496
"404",132.976920059159,240.064334906453
"405",170.677739323133,224.290240942229
"406",201.583283469945,289.874747380142
"407",206.523869392013,230.05680659627
"408",195.511558228341,236.574199927982
"409",176.565858929126,272.731788326342
"410",202.842220915686,237.893307992429
"411",188.994213797564,238.789477742171
"412",191.148699159118,190.635712671662
"413",250.89348769922,245.156914934294
"414",212.814896897125,271.448595889578
"415",187.594281645006,228.419787871655
"416",198.432763883066,271.320802250249
"417",151.090614821227,280.554575468912
"418",149.948407137001,276.957379870328
"419",191.304744058192,236.773935596387
"420",206.492198109759,237.543376605145
"421",177.831415514006,234.008720318055
"422",169.055563272074,219.641699818213
"423",237.531289533458,179.270931182391
"424",211.723519965555,186.616136505289
"425",172.403908732546,242.217152350709
"426",209.383617961964,186.776134074242
"427",232.36286032958,227.767502419265
"428",179.421087210227,172.368991403051
"429",181.059145669569,193.121329722891
"430",170.988356551118,225.341469330174
"431",205.031359025718,206.371139941737
"432",190.34067560674,262.074395957001
"433",194.509595482368,238.837267943932
"434",239.956954138335,216.472072222191
"435",224.990172758026,247.289842204283
"436",214.735972554581,206.44286858019
"437",201.184508259339,226.62711159278
"438",154.606010748642,216.578953398415
"439",191.495451806208,195.297103632933
"440",257.486706107518,226.217548561801
"441",119.820366315364,202.353971187253
"442",199.391981337796,235.682956027165
"443",181.122086609178,244.002616726257
"444",157.482375458915,261.246500829775
"445",233.528426085512,189.608055596264
"446",192.614086970496,264.833337885057
"447",233.171525060356,202.138111973286
"448",155.73806576705,231.860880675653
"449",163.243753645622,214.404182274533
"450",182.417147952265,308.931067727723
"451",188.544016297878,237.462994404631
"452",146.451282119556,203.524412505165
"453",159.322991453128,170.403345784999
"454",199.011115777966,193.593728553359
"455",145.162372778393,235.995767073804
"456",269.099926660676,245.867681297625
"457",213.439278819583,238.843942711817
"458",223.498438785543,251.100845035712
"459",196.232280250733,198.792136930758
"460",194.071689424541,233.888883266559
"461",185.661915691899,229.055505256327
"462",204.813200511244,215.182943266126
"463",107.220534463799,240.975200460856
"464",205.272655612657,213.941691317856
"465",226.056789892885,224.415425339796
"466",223.250428192345,228.651894101217
"467",194.602598162801,224.624710842135
"468",183.395934239751,240.431335100881
"469",228.383475204831,221.500983865173
"470",223.968797796257,231.172109201345
"471",186.751644380618,134.427907628047
"472",186.158915654085,293.409574689527
"473",228.032600867067,209.867690142711
"474",171.565841635001,220.651452702392
"475",156.247154735401,238.989347408328
"476",239.408029410477,212.934894249531
"477",151.095629126032,227.088604003504
"478",229.385133015353,223.011009038261
"479",188.21949706526,175.307047194314
"480",161.334856569322,275.087478097081
"481",181.359347223803,252.2254375075
"482",220.100756853823,269.27023360208
"483",200.569198339692,205.819504374842
"484",157.460064919612,213.52014090282
"485",217.382912725849,222.288058627297
"486",279.529444293857,226.372797771177
"487",163.38462399833,223.549028733783
"488",153.784085898735,231.794156589225
"489",153.920994507548,210.003204604701
"490",179.283004727413,229.038213701603
"491",230.295895732842,242.191789820946
"492",239.471041319955,183.921588752336
"493",216.108512708121,195.084167103798
"494",198.579467425559,218.081429295399
"495",154.532131671735,222.05187675599
"496",199.546634958957,230.988771235926
"497",188.731683774724,163.737327382749
"498",233.114191513828,279.704884211822
"499",206.754206128605,258.958404997217
"500",156.931720837763,241.647635875178
"501",191.1437691142,241.892275079281
"502",171.719973073983,287.657877201172
"503",212.015117938425,244.888714486835
"504",200.76532599162,248.783002506649
"505",192.002372270834,210.457777220085
"506",235.771187506579,240.186067289258
"507",231.48352559753,284.774438970817
"508",178.952037830968,166.423131910534
"509",164.41033552784,159.22881145846
"510",176.097809912441,240.243582597868
"511",202.023632223262,245.260015569537
"512",189.862615068673,204.743454166637
"513",229.469256488272,204.207282917753
"514",159.667713708882,281.028781354072
"515",198.066345194683,239.246849132177
"516",183.450915582199,260.963616240249
"517",216.91047260301,190.409180578062
"518",231.47118492291,189.390580873121
"519",94.3738779839721,246.653981564552
"520",198.268170046607,213.179408875829
"521",176.416946085232,191.354310608938
"522",177.389426043352,257.048019354621
"523",220.381932447912,192.433283779331
"524",218.910395755495,231.783309863733
"525",194.387512807613,217.807733677608
"526",200.995486823531,207.655963175246
"527",208.440771539402,257.144841020244
"528",213.422459609966,278.580979134239
"529",188.132252514786,248.765276351334
"530",153.47621707094,215.770236210099
"531",186.223810848423,211.449344029277
"532",177.767058942486,243.786110827418
"533",255.009806412992,241.956278629033
"534",150.80343642679,223.276863402737
"535",168.504953398731,219.439061261869
"536",170.06310081014,222.504014283655
"537",174.126117032374,233.101572386022
"538",261.608276256619,245.027633771853
"539",188.137319131127,181.978571966973
"540",207.991764633979,226.796680749551
"541",213.589363236309,220.087269974667
"542",195.013202654829,181.642632562335
"543",184.884075708554,284.192998702432
"544",192.819868793569,244.603588189136
"545",198.919323001544,182.672371254184
"546",181.743482042128,173.570616581816
"547",160.619076333917,268.524110791097
"548",221.911136096264,248.335499175901
"549",228.393928893123,193.46755228568
"550",240.840168597773,242.993040856939
"551",168.629336775015,289.619352353994
"552",154.167904731132,232.833851548521
"553",221.455315163354,241.46108158792
"554",229.906117705268,256.793770842453
"555",250.915618855303,231.659904988159
"556",257.534527492865,231.758745738674
"557",187.183989036562,246.394225391533
"558",210.337120457707,234.936963682619
"559",208.811842249194,209.622177152157
"560",179.544292702009,214.8113444809
"561",185.636547895187,189.239845126589
"562",193.068637412064,271.653729864459
"563",164.96729941759,299.856422019629
"564",210.311929105503,267.966259312256
"565",189.387413993791,217.813463249745
"566",243.617482580069,225.836516746236
"567",244.00337672701,255.175539206106
"568",196.727703050393,219.781667772469
"569",284.553492747487,242.396282709999
"570",183.271753655956,247.651919904579
"571",228.000876939762,202.596175336305
"572",209.30959992622,233.277855309992
"573",193.34174939624,187.873668071
"574",221.378732962866,268.186849374749
"575",209.352198344875,190.862685542068
"576",249.293430645733,197.109981791043
"577",219.96483520722,237.958484603969
"578",194.156459491467,239.486238342569
"579",183.476795143056,181.213703794663
"580",190.55434097178,219.51391961132
"581",227.406116798029,206.902966336464
"582",209.198479335637,148.334642816305
"583",165.297300184857,249.276031425921
"584",168.688960666788,206.101766154936
"585",171.924541079197,252.573818489615
"586",272.709615268158,246.395850815785
"587",183.343690294144,242.746087110065
"588",235.327441779566,233.666737472456
"589",229.916611706291,177.505364116952
"590",205.461339299906,248.148048917186
"591",228.149834474687,191.501344645869
"592",203.019113342274,237.006641890339
"593",222.789710973843,244.763156256472
"594",173.417319320443,281.08836796264
"595",222.622606979865,194.70643080315
"596",181.066720866542,191.094203916967
"597",182.840738090919,219.030273828775
"598",213.716337675688,232.627012565222
"599",211.998318636941,282.988063056513
"600",265.406386273079,223.114612535411
"601",156.416245104429,283.617238026131
"602",183.129150446872,208.375099191997
"603",230.901215105595,241.233274796856
"604",181.091232141716,209.295245579447
"605",231.002747526562,266.181925703913
"606",199.072742089972,250.74115669902
"607",221.677378538254,268.796290702918
"608",190.029685212822,193.34396238516
"609",194.219358165002,212.220593028223
"610",194.337387093701,162.43080164912
"611",226.907082818738,261.039683496426
"612",174.063933057919,219.31580369002
"613",222.07675914741,281.625431807996
"614",227.355852066603,201.417618163278
"615",256.273750562433,202.794831005025
"616",184.941108249557,196.561592892451
"617",190.039206213794,226.071271828898
"618",183.582565153424,226.20741283168
"619",217.995798697238,215.782181440848
"620",229.87091500418,193.288662889505
"621",214.139280545718,246.963654763191
"622",180.872995373581,265.274845553592
"623",228.389034061363,259.151276043901
"624",193.852530129378,228.766625206234
"625",200.170251116224,223.343412566987
"626",169.997573833962,244.957972719623
"627",163.213418338762,278.528011968246
"628",184.49062128416,236.294153175712
"629",236.782252256997,228.380145241489
"630",179.652795552837,268.497352148897
"631",230.315703418853,306.334710582447
"632",187.290542211692,320.61838882692
"633",222.249374825206,249.197461436768
"634",199.500808674187,221.847670266138
"635",177.699306234976,232.215938053359
"636",223.827649280893,227.110303636282
"637",202.150171875819,250.476451976848
"638",193.856285661406,181.577785031034
"639",226.953998164829,210.722562601633
"640",140.864301138253,231.166603465773
"641",166.533260705432,237.027984867239
"642",234.839126173929,231.225112408305
"643",208.638137672934,239.85342841376
"644",192.221909316155,186.143636390907
"645",192.893911037421,233.71786568017
"646",184.652505362351,231.571569558063
"647",192.684116009243,233.940814994788
"648",212.336478044256,258.991752581338
"649",178.587915236026,267.372949773013
"650",177.684403725709,232.215274324381
"651",187.974063135788,186.027566968733
"652",167.641783229042,266.257475124835
"653",146.457066981685,259.490588320043
"654",203.501054755935,238.864959984006
"655",217.392139517615,218.388683408775
"656",182.757022312522,208.864314882074
"657",197.434877973614,227.81612861799
"658",215.342221179758,230.209420489844
"659",153.298491580922,177.674587262406
"660",236.506490021674,237.000306854918
"661",167.194479299755,194.322827292222
"662",141.694400584554,260.30653102401
"663",186.391979879972,204.994773421591
"664",164.109804139367,235.998102692505
"665",204.957935388508,231.256830641624
"666",205.483348333432,271.053079426746
"667",196.797742317488,225.532792085572
"668",202.653100645114,249.61313195192
"669",205.758196483016,147.435338783525
"670",186.433672250577,199.605455058867
"671",209.473190979808,211.331426427631
"672",189.694335461163,266.416660553007
"673",159.157980794126,244.364476983247
"674",198.875271144921,215.855601737016
"675",179.847831475728,223.983916799352
"676",166.004890029229,194.158678903796
"677",186.119798850405,219.061892588303
"678",193.394444804058,211.667927636198
"679",218.548185780283,252.864353942817
"680",239.258954728341,231.87307905209
"681",246.331279402312,253.34668558272
"682",186.974888923033,234.811997435488
"683",196.020878412736,213.989157956105
"684",258.47397203978,238.652595126819
"685",202.563993579831,283.25375209311
"686",253.799310261706,220.979905894358
"687",206.189350778399,218.079470203711
"688",172.505876956791,227.880265519119
"689",162.556874349831,187.302462058731
"690",200.428189335903,233.942509418979
"691",198.176742374703,242.006164410704
"692",147.857938447485,254.734386926961
"693",201.089573269758,230.963633114305
"694",272.231022021041,278.217747271349
"695",221.761820729154,235.048295539313
"696",229.723383854203,252.639246455582
"697",198.626122550124,279.113310228931
"698",179.595268337923,217.312792703144
"699",241.812386929098,250.376957142645
"700",194.725278667002,215.764924093438
"701",236.955909781566,236.421915833909
"702",203.960781305013,183.234093764806
"703",182.193938262448,291.220402787783
"704",160.451185594774,212.771757227377
"705",237.040182275533,284.381906124674
"706",213.562659629171,280.350777084723
"707",194.345441982169,253.417147545503
"708",203.652261474698,229.346385578807
"709",184.32543775362,208.406899714448
"710",194.414753293186,216.752363479112
"711",267.341001887929,209.944566043008
"712",230.49043101857,224.055307148802
"713",119.457929844214,198.233241415021
"714",188.486926346518,213.554370145818
"715",224.636522955693,238.216939359619
"716",204.214845530597,197.877914676628
"717",191.856022647959,263.999963519491
"718",199.698065999402,177.980154196044
"719",155.634010807915,216.066800931034
"720",189.336177125275,177.724251972992
"721",208.339105971553,249.060233552086
"722",141.008515408542,229.900419889322
"723",217.989438666959,219.204159205966
"724",224.877150403947,253.255798198143
"725",211.721588721309,183.506368335416
"726",190.593942777358,182.221113314016
"727",213.614741171791,275.579515834547
"728",218.750515057898,222.876478902845
"729",211.469486371279,198.188607489218
"730",174.943143156895,229.292028726281
"731",186.519583328958,262.077910541967
"732",173.091972501959,226.083014096322
"733",200.263268017166,247.623259319477
"734",219.56581586548,226.135794949229
"735",221.845469951392,200.99786245608
"736",200.991367476013,205.855390308978
"737",169.385799595398,200.852479987763
"738",160.66467726848,201.948576921488
"739",139.513037864736,220.506152423689
"740",259.268913331912,240.005333005519
"741",166.284964878523,280.428987590797
"742",135.080558130931,252.113326191431
"743",194.900306005214,189.789640600249
"744",221.012581994193,277.922562267274
"745",170.583386192985,209.43763634207
"746",234.978726275143,291.886068655394
"747",190.319036593445,232.844650620011
"748",159.152056789782,220.832236456166
"749",218.111708070503,244.420219929481
"750",223.564348131239,173.184902147266
"751",220.956862257988,227.139543936933
"752",200.048727614679,197.242318424329
"753",215.60093630074,302.569667628071
"754",201.462336007232,192.29085656554
"755",201.126735243151,245.882002642102
"756",142.407708362585,196.838387316132
"757",215.290223125835,263.898012760826
"758",145.054143864197,185.415008776106
"759",211.570336939027,253.519216150906
"760",203.239230036395,247.591425919031
"761",208.41154555103,246.725160374329
"762",200.812435860893,193.161329079045
"763",162.288786842397,198.937939731929
"764",174.001014010207,269.353489604704
"765",149.891315694825,242.106145657366
"766",311.884913472873,210.923965897359
"767",143.948846413874,191.71500714046
"768",180.537936440669,236.134221851034
"769",216.064263742941,213.341839006075
"770",222.135727623994,259.062968193291
"771",195.779122633752,251.661231569862
"772",227.668843536232,206.573126387787
"773",203.575591922654,226.50676483991
"774",196.710576273556,273.502449456742
"775",205.963920087726,264.922267131647
"776",173.069277506248,220.346702099262
"777",153.212459313485,201.551571634387
"778",226.834210914957,267.418265505896
"779",224.418305294467,179.418142936196
"780",183.657449130532,177.899158235792
"781",205.412063673343,202.266231034658
"782",210.885682532187,286.476054553552
"783",173.169737467266,205.734062218104
"784",229.96768487786,206.104856243163
"785",182.545857554318,210.268331405271
"786",187.974675317375,184.027669880947
"787",208.991296859618,225.431271150946
"788",151.140303008957,174.953461176619
"789",229.460566601277,237.792503151378
"790",178.890496621947,222.174601424775
"791",246.932276696419,226.432031428676
"792",227.677645547454,235.426837715522
"793",184.344580506186,262.665142497968
"794",187.585696931781,265.4366970706
"795",208.696179713139,201.864370758979
"796",195.291611287473,200.805387848913
"797",213.958785308085,170.702032468338
"798",192.707300964174,256.478960298277
"799",230.922757365625,188.311935160175
"800",156.450868076777,227.163214212207
"801",144.594042663739,273.02925865801
"802",207.107221512673,252.415833921414
"803",207.984983788909,213.412989519877
"804",178.545090264719,227.93894400205
"805",172.876506027724,261.999688644644
"806",182.985445870124,275.929089002546
"807",152.621294159849,184.00616397032
"808",210.525511589761,274.021609997694
"809",200.824349619693,240.772115415322
"810",170.166067713246,203.668071322138
"811",239.011222187984,204.184442389186
"812",214.867943038049,222.182376083032
"813",169.233365210443,208.765438223721
"814",210.548773669552,234.285958975181
"815",205.529091425752,207.636986233505
"816",205.718442971297,266.292670829628
"817",213.505318898868,236.804450322411
"818",254.52741441975,269.857157500664
"819",231.951376407276,197.232517919399
"820",207.037665384321,202.272215909291
"821",151.138565396967,254.689294703087
"822",185.029219687657,239.927390267513
